id,description,adress,date_pub,date_update,price,fee
ad_345,"Appartement sur Jardin - T3 54 m² - Gaîté/Edgar Quinet. Immo-pop vous propose, dans une résidence de standing, cet atelier duplex type 3 de 54 m² (rue Larochelle - Paris 14), orienté Est, proche des commerces, cinémas, écoles et transports ( Métros Edgar Quinet L6, Gaîté L13, et Gare Montparnasse à 3 mn L4,12, 6 &amp; 13).

Ce bien dispose à la fois d’un environnement très calme, sans bruits de rue, tout en étant en plein centre du quartier animé de la gaité avec ses terrasses et théâtres.

Appartement atypique et cosy, sur jardin, belle luminosité, vous serez sous le charme ! Vous pourrez vous occuper du jardin ou laisser les jardiniers faire.

Situé en rez-de-jardin, il se compose d'une pièce de vie avec belle hauteur sous plafond, lumineuse (grande baie vitrée) avec sa cuisine ouverte, aménagée, équipée, un cellier (pour rangement) et une salle d'eau avec wc.

A l'étage se trouvent 2 chambres avec placard. Une cave de 4m² complète ce bien.

Résidence sécurisée par digicode, vous y trouverez un local vélos. Un gardien aimable et efficace prend grand soin de la copropriété.

Charges Trimestrielles : 475 Euros, chauffage collectif compris dans les charges.

Syndic : Professionnel

<a href=""https://my.matterport.com/show/?m=c8vRgJDhVBb"" target=""_blank"" class=""openVirtualTourFromDescription"">Voir la visite virtuelle</a> ",Achat appartement 3 pièces 54 m²Paris 14e 75014 (Montparnasse - Raspail),Publiée il y a plus de 2 mois,Modifiée le 27 déc. 2021,665 000 €,Honoraires à la charge du vendeur
ad_1069,"Appartement Paris 2 pièce(s) 50.08 m2. Rue du Faubourg du Temple - A 3 minutes du métro Goncourt.. Au 2ème étage, d'une charmante copropriété, un appartement 2 pièces traversant composé d'un grand séjour traversant,  grande chambre, cuisine ouverte sur le séjour, salle de bain et WC séparée. Vendu avec une cave.. Travaux de rafraichissement à prévoir.. Charges de copropriété : 156 euros / mois. Taxe foncière : 442 euros. A visiter sans tarder.",Achat appartement 2 pièces 50 m²Paris 11e 75011 (Belleville - Saint-Maur),Publiée il y a plus de 2 mois,Modifiée le 16 déc. 2021,535 500 €,"Honoraires : 5,00% TTC inclus à la charge de l’acquéreur (510 000 € hors honoraires)"
ad_1524,"Appartement Paris 3 pièce(s) 69 m2. EXCLUSIVITE STEPHANE PLAZA IMMOBILIER<br>Au sein d'une résidence arborée, venez découvrir cet appartement de 3 pièces principales composé d'une entrée un séjour ouvrant sur une grande loggia, une cuisine (possibilité de l'ouvrir sur le séjour), deux chambres, une salle de bains et WC séparés<br>Une cave et une place de parking en sous-sol complètent ce bien.<br>Copropriété de 50 lots (Pas de procédure en cours).<br>Charges annuelles : 3000.00 euros.",Achat appartement 3 pièces 69 m²Paris 19e 75019 (Flandre - Aubervilliers),Publiée le 15 déc. 2021,Modifiée le 17 déc. 2021,520 000 €,Honoraires à la charge du vendeur
ad_1334,"VUE TOUR EIFFEL ET SACRE-COEUR - grand 2/3P proche Hôpital St Louis. Plein ciel et avec  une splendide vue sur la Tour Eiffel et le Sacré-Coeur , agréable 2/3P  traversant de 54,49 m² situé en face de l'hôpital saint Louis au 5ème étage avec ascenseur d'une copropriété récente bien entretenue et gardiennée. Il se compose d'une entrée avec placards, d'un séjour baigné de soleil (expo Ouest), d'une chambre  sur jardin séparée du séjour par une verrière et donnant sur un balcon de 4,6 m² (expo Est)  , d'une seconde chambre sur jardin, d'une salle de douche, d'une cuisine indépendante et d'un WC séparé. Nombreuses possibilités d'aménagements (grand double séjour traversant, cuisine ouverte...). Chauffage collectif au sol. Aucune perte de place. Ensoleillement toute la journée. Aucun vis-à-vis... Une cave. Rare! dont 2.99 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 80 lots (Pas de procédure en cours).<br>Charges annuelles : 3010.00 euros.",Achat appartement 3 pièces 54 m²Paris 10e 75010 (Goncourt - Canal Saint-Martin),Publiée le 21 déc. 2021,Modifiée le 23 déc. 2021,690 000 €,"Honoraires : 2,99% TTC inclus à la charge de l’acquéreur (670 000 € hors honoraires)"
ad_784,"Paris 18e - ABBESSES / SACRÉ-COEUR - Studio à vendre - 13,20m² Carrez - 14,40m² au sol - Vue dégagée sur Paris. Idéalement situé à quelques pas du Sacré-Coeur et de ses jardins, au huitième et dernier étage avec ascenseur d'un très bel immeuble en pierre de taille, studio de 13,20m² loi Carrez et 14,40m² au sol. Il comporte une pièce principale exposée sud baignée de lumière avec une vue dégagée sur Paris, une kitchenette et une salle de douche avec toilettes. Emplacement privilégié au calme et à proximité de l'animation des Abbesses . Le charme ancien a été conservé: parquet et moulures. Gardien. EXCLUSIVITÉ.<br>Copropriété de 43 lots (Pas de procédure en cours).<br>Charges annuelles : 476.00 euros.",Achat appartement 1 pièce 14 m²Paris 18e 75018 (Montmartre - Sacré Coeur - Abbesses),Publiée il y a plus de 2 mois,Modifiée le 14 déc. 2021,221 500 €,Honoraires à la charge du vendeur
ad_970,"Deux pièces de charme. Très joli deux pièces de 48m2 au troisième étage dans le coeur du 11ème.
La distribution est idéale, l'entrée dessert: le double séjour sur rue avec placards sur-mesure, la cuisine américaine aménagée, la chambre sur cour avec placards sur-mesure et la salle d'eau. l'appartement à été intégralement refait en 2017. L'électricité, la plomberie, le parquet, la douche, tout à été refait par des artisans de qualité. L'appartement est exposé est. Toutes les fenêtres sont en double vitrage. L'appartement possède une cave. 
Métro Saint Ambroise M(9), Voltaire M(9) et Richard Lenoir m(5) - Bus: 56, 57, 76, 86 - Rer A Votre référent : Dorothée BIA <span class=""showPhoneNumber"" data-phone=""+33675214993"">Voir le téléphone</span> ",Achat appartement 2 pièces 47 m²Paris 11e 75011 (Bastille - Popincourt),Publiée il y a plus de 2 mois,Modifiée le 27 déc. 2021,560 000 €,"Honoraires : 3,99% TTC inclus à la charge de l’acquéreur (538 500 € hors honoraires)"
ad_823,"Paris X - Goncourt, 2 pièces exposé sud. PARIS 10. Métro Goncourt, votre agence ORPI vous propose dans un immeuble ancien, un 2 pièces de 28,88m2 et 30,08m2 au sol se composant comme suit : un grand séjour avec cuisine ouverte, une chambre, une salle d'eau et un WC séparé.. . Soleil entrant, parquet, parfait état et situé à proximité immédiate de toutes les commodités.. . Si votre projet d'acquisition dépend de la vente ou de la mise en location de votre appartement actuel, notre agence se tient à votre disposition pour estimer votre bien sous 24 heures et mettre en place ce double projet d'acquisition et de vente.. Pour plus d'informations, contactez notre agence ouverte du lundi au samedi sans interruption et le dimanche sur rdv!. . Information: nous vous rappelons que suite à L'article L. 561-5 du Code monétaire et financier, la copie de la pièce d'identité de tous les visiteurs sera demandée, si vous n'avez pas de copie, une photo de votre pièce d'identité sera effectuée avant la visite. Nous vous remercions de faciliter cette démarche à votre conseiller.",Achat appartement 2 pièces 29 m²Paris 10e 75010 (Goncourt - Canal Saint-Martin),Publiée il y a plus de 2 mois,Modifiée le 30 déc. 2021,338 000 €,"Honoraires : 5,63% TTC inclus à la charge de l’acquéreur (320 000 € hors honoraires)"
ad_1430,"Studio de 28m2 &amp; Balcon. rue de la Chine - entre Menilmontant et le Père Lachaise, au 3eme étage d'un immeuble avec ascenseur et gardien, venez découvrir ce studio de 27,852 avec son balcon. Surplombant un beau jardin arboré et offrant une belle vue dégagée, cet appartement réunit les critères appréciés de calme et luminosité. Il offre une pièce principale avec rangement donnant sur le balcon de 2,47m2, une cuisine séparée et une salle de bains avec WC. Cave en sous sol.",Achat appartement 1 pièce 28 m²Paris 20e 75020 (Télégraphe - Pelleport - Saint-Fargeau),Publiée le 17 déc. 2021,Modifiée le 30 déc. 2021,280 000 €,"Honoraires : 3,70% TTC inclus à la charge de l’acquéreur (270 000 € hors honoraires)"
ad_916,"3 pièces Quai de Jemmapes. PARIS 10- ORPI vous présente en exclusivité  tout proche du Canal Saint-Martin un appartement situé dans un immeuble ancien en pierre se composant comme suit: une entrée, une cuisine ouverte sur un séjour ensoleillé, une chambre, une deuxième chambre d'enfant / bureau et une salle de bains avec WC.. Une cave vient compléter ce bien.. . Cet appartement à l'espace optimisé vous séduira par son charme, son calme et sa localisation.. . Parquet- Moulures- Calme- Soleil entrant. . Votre projet d'acquisition dépend de la vente ou de la mise en location de votre appartement actuel, notre agence se tient à votre disposition pour estimer votre bien sous 24 heures et mettre en place ce double projet d'acquisition et de vente.. Pour plus d'informations, contactez notre agence ORPI!. . Information: nous vous rappelons que suite à L'article L. 561-5 du Code monétaire et financier, la copie de la pièce d'identité de tous les visiteurs sera demandée, si vous n'avez pas de copie, une photo de votre pièce d'identité sera effectuée avant la visite. Nous vous remercions de faciliter cette démarche à votre conseiller.",Achat appartement 3 pièces 46 m²Paris 10e 75010 (Canal Saint-Martin - Jemmapes),Publiée il y a plus de 2 mois,Modifiée le 16 déc. 2021,479 000 €,"Honoraires : 4,13% TTC inclus à la charge de l’acquéreur (460 000 € hors honoraires)"
ad_1014,"Appartement 89 m2 superbe vue sur le Sacré-Coeur. Au 6ème et dernier étage d'un immeuble en pierre de taille, à 5 minutes du quartier des Abbesses, cet appartement traversant offre une superbe vue sur le Sacré-Coeur et un cadre de vie privilégié. Situé dans une rue très calme face aux anciennes Galeries Dufayel, ce bien d'une surface au sol de 89 m2 (85 m2 loi Carrez) se compose d'un double séjour lumineux, d'une cuisine spacieuse, de deux chambres avec balcons individuels donnant sur rue ainsi qu'une troisième donnant sur cour, d'une salle de bain et de WC séparés. Les espaces sont modulables et il est possible de gagner en volume en aménageant les combles. L'appartement s'intègre dans une jolie copropriété rénovée selon les dernières normes d'isolation et bénéficiant d'un ravalement neuf. Nombreux transports et commerces à proximité. Deux caves complètent ce bien et il est possible de reprendre la location d'un parking situé à deux pas.<br>Cette annonce vous est proposée par PICARROUGNE Quentin, NoRSAC: 891 857 567, Enregistré au Greffe du tribunal de commerce de Paris Thalia Patrimoine  -  Gestion de Patrimoine &amp; Immobilier  -  <span title=""www.thalia-patrimoine.com"" class=""decoratedContent"">(lien supprimé)</span> ",Achat appartement 4 pièces 89 m²Paris 18e 75018 (Barbès - Château Rouge),Publiée il y a plus de 2 mois,Modifiée le 30 déc. 2021,850 000 €,"Honoraires : 4,50% TTC inclus à la charge de l’acquéreur (813 397 € hors honoraires)"
ad_1918,"PARIS 17ème. AVENUE NIEL *** Vidéo disponible sur demande*** RDC LUMINEUX !!! PROFESSION LIBERALE AUTORISEE !!!  Situé dans un quartier agréable et animé, à proximité des transports (Métro Pereire à 144m) et de tous commerces (Monoprix Courcelles à 200m), dans un immeuble en pierre de taille de standing et sécurisé (digicode, gardienne), cet appartement 2 pièces de 60,03m² loi Carrez / 62,54m² au sol, comprend : une entrée avec des placards, un séjour lumineux (Sud-Est) avec une cheminée et une HSP de 3m10, une grande chambre, une cuisine indépendante aménagée et équipée et une salle d'eau avec un wc et une verrière. Une cave d'environ 5,50m² et une chambre de service de 4,32m² au sol / 1,28m² surface privative au sens Carrez  complètent ce bien. L'exercice d'une profession libérale est autorisé. Une copropriété bien entretenue avec les habitants prestigieux et calmes. Coup de cœur garanti ! Bien proposé par Tatiana ZHUKOVA, agent commercial (RSAC 792059701)",Achat appartement 2 pièces 63 m²Paris 17e 75017 (Courcelles - Wagram),Publiée le 4 déc. 2021,Modifiée le 30 déc. 2021,640 000 €,Honoraires à la charge du vendeur
ad_948,"Paris 7e - GROS CAILLOU - Appartement à vendre - 2 pièces - 32,40m² Carrez - 32,73m² au sol - 1 chambre. Bel appartement de deux pièces d'une superficie de 32,40m² loi Carrez entièrement rénové et en parfait état, situé dans une rue calme à deux pas des commerces et commodités du quartier Gros Caillou. Orienté sud-ouest et au premier étage, il propose un plan en étoile sans perte de place avec une entrée, un séjour agréable sur rue, une chambre avec un lit double escamotable pour un usage jour/nuit aisé, une cuisine aménagée parfaitement équipée et dînatoire, une salle de bains avec douche balnéo et toilettes. L'appartement est clair, traversant, aménagé avec le souci du détail et de la praticité. Une cave vient compléter ce bien. dont 5.00 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 25 lots (Pas de procédure en cours).<br>Charges annuelles : 1970.00 euros.",Achat appartement 2 pièces 33 m²Paris 7e 75007 (Champ de Mars),Publiée il y a plus de 2 mois,Modifiée le 29 déc. 2021,525 000 €,"Honoraires : 5,00% TTC inclus à la charge de l’acquéreur (500 000 € hors honoraires)"
ad_1621,"75009 - Martyrs - Appartement 4/5 pièces dernier étage. Au Cœur du quartier Martyrs/Saint-Georges, au quatrième étage d'un immeuble ancien avec un gardien, un appartement de 4/5 pièces de 110 m² en double exposition. L'entrée distribue, la cuisine, le séjour, la salle à manger, chambre et bureau, un WC indépendant. À l'étage une suite parentale avec sa salle de bains. Ce bien est en bon état.  En annexes, une chambre aujourd'hui aménagée en buanderie, une mansarde, un débarras et une cave.",Achat appartement 5 pièces 110 m²Paris 9e 75009 (Lorette - Martyrs),Publiée il y a plus de 2 mois,Modifiée le 12 déc. 2021,1 395 000 €,"Honoraires : 3,33% TTC inclus à la charge de l’acquéreur (1 350 000 € hors honoraires)"
ad_519,"PARIS XIX - STUDIO avec espace nuit 25m². PARIS XIX / Métro Ourcq / Situé rue d'Hautpoul, en deuxième rideau d'un immeuble ancien, au calme sur jolie cour avec espace pour vélos, APPARTEMENT de 25m² entièrement refait à neuf comprenant : Entrée sur pièce de vie avec cuisine, salle d'eau avec WC, un espace de vie et un espace nuit séparés par une verrière et placard de rangement. Refait avec goût et matériaux de qualité. Chauffage individuel électrique (marque SAUTER), chauffe eau électrique extra plat, installation électrique aux normes, huisseries PVC double vitrage. Faibles charges. Idéal premier achat  !  dont 6.00 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 28 lots (Pas de procédure en cours).<br>Charges annuelles : 1000.00 euros.",Achat appartement 1 pièce 25 m²Paris 19e 75019 (La Villette - Porte de Pantin),Publiée le 16 déc. 2021,Modifiée le 30 déc. 2021,265 000 €,"Honoraires : 6,00% TTC inclus à la charge de l’acquéreur (250 000 € hors honoraires)"
ad_1615,"PARIS 20 - 3 PIECES - 57m² - METRO TELEGRAPHE. PARIS - Rue de Belleville - Métro télégraphe (2 min - 150 mètres) A deux pas de Jourdain et proche de tous les commerces.
Aura Immobilier vous propose au 4-ème étage avec ascenseur, d'une copropriété bien entretenue, cet appartement de 3 pièces.
Il se compose d'une entrée, d'un séjour, d'une cuisine séparée, de deux chambres vue sur jardin, une salle d'eau, un WC séparé et un dégagement comprenant un placard de rangement.
L'appartement est en double exposition (traversant), sans vis-à-vis.
Enfin, une cave complète ce lot.
POINTS FORTS : Emplacement très recherché - au pied du métro - proche de toutes les commodités - traversant - pas de vis-à-vis.
TAXE FONCIERE : 800 €/an
CHARGES TRIMESTRIELLES : 1000 € trimestrielles, chauffage et eau chaude collectifs au gaz",Achat appartement 3 pièces 56 m²Paris 19e 75019 (Mouzaia),Publiée le 13 déc. 2021,Modifiée le 21 déc. 2021,465 000 €,"Honoraires : 3,33% TTC inclus à la charge de l’acquéreur (450 000 € hors honoraires)"
ad_787,"Duplex mezzanine - Place Beaubourg - 42m2. EXCLUSIVITE KW FORTIS IMMO<br>Appartement coup de cur avec de beaux volumes à deux pas de Beaubourg ! Venez découvrir ce charmant et lumineux duplex mezzanine de 43,33m2 au sol donnant sur cour, au calme absolu, situé aux 5ème et 6ème étages sur 6 d'un immeuble en pierre de taille fin XIXème avec ascenseur.<br>Il se compose au premier niveau dune pièce de vie avec poutres apparentes et une d'une cuisine américaine aménagée équipée, ainsi que 2 fenêtres donnant sur la cour. Un escalier en colimaçon permet daccéder à la mezzanine où se trouve la chambre avec deux velux, une climatisation et la salle de bain avec WC. Enfin, vous avez un débarras à lextérieur de lappartement sur le palier.<br>Très belle hauteur sous plafond de 4,80 m dans le séjour, 2,40 m sous la mezzanine et entre 2,40 et 2,90 m dans la chambre.<br>Bien soumis au statut de la copropriété : 22 lots dont 13 d'habitation.<br>Quote part du budget prévisionnel : 2020.<br>Chauffage électrique.<br>Présenté par Christopher BRICOUT - ligne directe <span class=""showPhoneNumber"" data-phone=""07.84.12.62.71"">Voir le téléphone</span>  (RSAC 894327444) et Rex BERKELEY - ligne directe <span class=""showPhoneNumber"" data-phone=""06.70.64.46.68"">Voir le téléphone</span>  (RSAC en cours).",Achat duplex 1 pièce 42 m²Paris 3e 75003 (Saint-Merri),Publiée il y a plus de 2 mois,Modifiée le 23 déc. 2021,549 000 €,"Honoraires : 4,50% TTC inclus à la charge de l’acquéreur (525 359 € hors honoraires)"
ad_709,"Paris 15ème Proche coulée verte En bref :  Au 3ème étage d'un immeuble ancien en pierre de taille avec concierge, appartement comprenant une entrée, un double séjour, une cuisine séparée et aménagée, 3 chambres, une salle d'eau, un wc et une douche. Caves et possibilité d'un parking en sus. Charme de l'ancien (moulures et boiseries)  Il y'a des nombreuses possibilités de travaux comme nous vous le montrons sur le plan virtuel pour réorganiser l'appartement à votre gout.   En détail :  A proximité de l'ancienne petite ceinture réaménagée en balade historique permettant de profiter de la vue en prenant de la hauteur sur le quartier. Vous y rencontrerez sportifs et familles en promenade. Au bout de cette rue prisée pour sa tranquillité et son architecture d'immeuble ancien se trouve le quartier de Lourmel avec ses nombreuses écoles, son marché et de nombreux commerces de proximités, des cafés et restaurants et de tout ce qui constitue un lieu de vie convivial et animé. Vous découvrirez l'un des immeubles les plus anciens du quartier construit au début du siècle dernier parfaitement entretenu par les copropriétaires. Après le passage de l'entrée de l'immeuble équipé d'un ascenseur et sécurisé par un digicode, nous vous inviterons à monter au 3ème étage pour découvrir l'unique appartement du palier. Vous commencerez la visite par une entrée, un double séjour permettant un espace salle à manger et salon, une cuisine attenante et aménagée. Dans la continuité du couloir décoré de boiserie vous découvrirez une chambre spacieuse avec une salle d'eau située juste à côté. Vous continuerez dans ce dégagement possédant également un wc séparé, une douche supplémentaire pouvant être transformé en dressing ou en placard. Vous finirez votre visite sur les deux dernières chambres baignées de lumière grâce à leurs expositions ouest donnant sur une cour calme et dégagée. Deux caves de 3m² chacune complète ce bien et une possibilité d'acquérir un parking dans l'immeuble d'en face !",Achat appartement 5 pièces 91 m²Paris 15e 75015 (Vaugirard - Parc des Expositions),Publiée le 3 nov. 2021,Modifiée le 11 déc. 2021,895 000 €,"Honoraires : 4,81% TTC inclus à la charge de l’acquéreur (853 890 € hors honoraires)"
ad_1949,"Appartement Paris 2 pièces 46.14 m2. RUE PETIT - TRÈS BON ETAT -  SURFACE RECHERCHÉE. A proximité des commerces et des transports, proche du Parc de La Villette et de la rue Eugène Jumin, dans un immeuble semi-récent bien entretenu et ravalé récemment, votre agence ORPI vous propose ce charmant deux pièces en TRÈS BON ETAT, comprenant une entrée, un séjour, une cuisine, une chambre, une salle d'eau et un WC séparé. Possibilité d'acquérir une place de parking. CALME. IDÉAL PREMIER ACHAT / INVESTISSEUR. A VISITER SANS TARDER.",Achat appartement 2 pièces 46 m²Paris 19e 75019 (La Villette - Porte de Pantin),Publiée le 3 déc. 2021,Modifiée le 28 déc. 2021,382 900 €,"Honoraires : 4,79% TTC inclus à la charge de l’acquéreur (365 400 € hors honoraires)"
ad_1261,"2 Pièces à proximité du Bon Marché. ** A PROXIMITÉ DU BON MARCHÉ ** BELLE HAUTEUR SOUS PLAFOND ** CALME ** Au sein d'un très bel immeuble ancien, nous vous proposons en rez-de-chaussée donnant sur une jolie cour pavée, un appartement d'une superficie de 37,66 m² loi Carrez, comprenant : un séjour avec une cuisine ouverte aménagée et équipée, une chambre, une salle de douches avec des wc. Accessible par un escalier intérieur, un second espace en souplex de 10 m² qui peut être utilisé en seconde chambre, en bureau...en fonction de vos besoins. Une cave en sous-sol complète ce bien. ** PROFESSIONS LIBÉRALES AUTORISÉES ** PARIS SEINE IMMOBILIER ** - 59, rue du Cherche-Midi - 75006 Paris (ACHAT - VENTE - LOCATION - GESTION - ÉVALUATION OFFERTE SOUS 24 H). dont 5.00 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 38 lots (Pas de procédure en cours).",Achat appartement 2 pièces 48 m²Paris 7e 75007 (Saint-Thomas d'Aquin - Bac - Musée d'Orsay),Publiée le 23 déc. 2021,Modifiée le 25 déc. 2021,546 000 €,"Honoraires : 5,00% TTC inclus à la charge de l’acquéreur (520 000 € hors honoraires)"
ad_230,"5 PIÈCES - 3 CHAMBRES - 3ème étage avec ASCENSEUR.. 5 PIÈCES - 3 CHAMBRES - 3ème étage avec ASCENSEUR<br>Entre la rue de Vaugirard et la rue Lecourbe, et à 300 mètres du Métro Vaugirard, Laforêt Victor Hugo vous propose en exclusivité un somptueux appartement familial de 108 m² (107,34 m² Carrez) au 3ème étage avec ascenseur dans un immeuble de 1937. L'appartement, refait à neuf en 2019, se compose d'un double-séjour, de 3 vraies chambres, de 2 salles d'eau, de 2 WC et d'une cuisine aménagée et entièrement équipée. 2 caves complètent ce bien. Possibilité d'acquérir en sus du prix de vente une double place de parking à 200 mètres. dont 4.00 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 56 lots (Pas de procédure en cours).<br>Charges annuelles : 4692.00 euros.",Achat appartement 5 pièces 107 m²Paris 15e 75015 (Cambronne - Garibaldi),Publiée le 16 nov. 2021,Modifiée le 27 déc. 2021,1 456 000 €,"Honoraires : 4,00% TTC inclus à la charge de l’acquéreur (1 400 000 € hors honoraires)"
ad_1107,"4 pièces de 75m2  au sein d'un bel haussmannien. Au sein d'un bel immeuble haussmannien boulevard Pereire, non loin du Pont Cardinet, cet appartement de 4 pièces de 75m2 offre un double séjour de 24,15m2  orné d'e jolies moulures et deux chambres de 12,24m2 et 11,18m2. Il dispose également d'une spacieuse entrée garnie de placards, d'un cuisine indépendante aménagée puis une salle de douche avec WC. Cave en sous-sol. dont 2.50 % honoraires TTC à la charge de l'acquéreur.<br>Copropriété de 30 lots (Pas de procédure en cours).<br>Charges annuelles : 12000.00 euros.",Achat appartement 4 pièces 75 m²Paris 17e 75017 (Pereire),Publiée le 30 déc. 2021,Modifiée le 30 déc. 2021,882 000 €,"Honoraires : 2,50% TTC inclus à la charge de l’acquéreur (860 490 € hors honoraires)"
ad_972,"Deux pièces de charme. Très joli deux pièces de 48m2 au troisième étage dans le coeur du 11ème.
La distribution est idéale, l'entrée dessert: le double séjour sur rue avec placards sur-mesure, la cuisine américaine aménagée, la chambre sur cour avec placards sur-mesure et la salle d'eau. l'appartement à été intégralement refait en 2017. L'électricité, la plomberie, le parquet, la douche, tout à été refait par des artisans de qualité. L'appartement est exposé est. Toutes les fenêtres sont en double vitrage. L'appartement possède une cave. 
Métro Saint Ambroise M(9), Voltaire M(9) et Richard Lenoir m(5) - Bus: 56, 57, 76, 86 - Rer A Votre référent : Dorothée BIA <span class=""showPhoneNumber"" data-phone=""+33675214993"">Voir le téléphone</span> ",Achat appartement 2 pièces 47 m²Paris 11e 75011 (Bastille - Popincourt),Publiée il y a plus de 2 mois,Modifiée le 27 déc. 2021,560 000 €,"Honoraires : 3,99% TTC inclus à la charge de l’acquéreur (538 500 € hors honoraires)"
ad_1265,"Paris 15° - 2 pièces - Deux Terrasses -. Coup de coeur assuré pour les amoureux  du cocooning  et des terrasses ,cet appartement traversant offre actuellement un double séjour ouvrant de plain pied sur la première terrasse de 18m² exposée Sud Est . La chambre accède à une très belle terrasse de 35m² au calme des jardins intérieurs .<br>La cuisine  offre un beau visuel sur la plus grande terrasse .<br>Une salle de bains, toilettes indépendants. Vrai havre de paix  . Une cave . <span class=""showPhoneNumber"" data-phone=""06 12 96 21 15"">Voir le téléphone</span>  .<br>Copropriété de 25 lots (Pas de procédure en cours).<br>Charges annuelles : 2800.00 euros.",Achat appartement 2 pièces 63 m²Paris 15e 75015 (Vaugirard - Parc des Expositions),Publiée le 23 déc. 2021,Modifiée le 25 déc. 2021,720 000 €,Honoraires à la charge du vendeur
ad_600,"Appartement à vendre Paris. McMakler vous propose cet appartement de 49 m² situé au deuxième étage d'une copropriété bien entretenue. Composé d'un séjour salle à manger traversant, d'une grande chambre, d'une cuisine équipée et d'une salle d'eau avec WC. Rénové en 2012, cet appartement bénéficie de fenêtres double vitrage, de volets roulants électriques et de radiateurs électriques. En annexe, une cave complète ce bien.
À 5 minutes de la station Pasteur (métro 6 &amp; 12) et de la gare Montparnasse. Vie de quartier très agréable. À proximité des commerces, d'écoles, de crèches et d'espaces verts dont le Jardin Atlantique, idéal pour les balades en famille le week-end.",Achat appartement 2 pièces 49 m²Paris 15e 75015 (Pasteur - Montparnasse),Publiée le 16 déc. 2021,Modifiée le 30 déc. 2021,580 000 €,"Honoraires : 4,00% TTC inclus à la charge de l’acquéreur (557 692 € hors honoraires)"
ad_73,"Villa Curial-Beau 3 pièces -XIXème Paris. Au 5ème étage avec ascenseur d’une copropriété récente de bon standing, un appartement de 75m2 composé d’une entrée avec rangements, d’un séjour, d’une cuisine indépendante  aménagée, équipée, de deux chambres avec rangements, d’une salle de bains et d’un WC indépendant.
Tout le confort du moderne&nbsp;: accès PMR, rangements sur mesure.
Appartement en bon état, lumineux, sans vis-à-vis au calme.
En annexe : une cave.",Achat appartement 3 pièces 75 m²Paris 19e 75019 (Flandre - Aubervilliers),Publiée il y a plus de 2 mois,Modifiée le 27 déc. 2021,520 000 €,"Honoraires : 4,00% TTC inclus à la charge de l’acquéreur (500 000 € hors honoraires)"
ad_1393,"Appartement Paris 4 pièce(s) 90 m2. M° JULES JOFFRIN ou Simplon, rue Duhesme, dans un immeuble ancien entretenu et sécurisé,  bel appartement familial de 90 m² composé d'un vaste séjour avec 3 fenêtres, cuisine équipée, deux chambres (possibilité 3e chambre), rangements, salle de bains avec WC,  double vitrage, exposition est/ouest, cave, exclusivité ACOPA<br>Copropriété de 115 lots (Pas de procédure en cours).<br>Charges annuelles : 5248.00 euros.",Achat appartement 4 pièces 90 m²Paris 18e 75018 (Jules Joffrin),Publiée le 18 déc. 2021,Modifiée le 20 déc. 2021,967 000 €,Honoraires à la charge du vendeur
ad_1205,"Vente Appartement 4 pièces. iad France - Nicolas PETIT (<span class=""showPhoneNumber"" data-phone=""06 77 06 12 48"">Voir le téléphone</span> ) vous propose : Batignolles - Jacquemont 4 P 79 m² environ-Typique Ancien<br>Appartement (79,29 m² environ au sol , 77,1 m² environ Carrez) de caractère, parquet cheminée moulure, salon d'angle, 2 ou 3 chambres, wc séparés.  Vue dégagée, triple exposition, super clair, situé au quatrième étage (sans ascenseur) d'un bel immeuble bien entretenu. Cave en sous-sol. A deux pas de la rue Legendre et du Marché des Moines.<br> Contactez-moi pour visites 7J/7 !<br>La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 29 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d’environ 210 € par mois (soit 2520 € annuel) déclaré par le vendeur.Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 209 et classe CLIMAT D indice 41. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Nicolas PETIT (ID 30286), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 840316160, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.<br>Retrouvez tous nos biens sur notre site internet. <span title=""www.iadfrance.fr"" class=""decoratedContent"">(lien supprimé)</span> ",Achat appartement 4 pièces 79 m²Paris 17e 75017 (Batignolles - Cardinet),Publiée le 27 déc. 2021,Modifiée le 30 déc. 2021,895 000 €,Honoraires à la charge du vendeur
